user_id,quiz_id,overall_accuracy,mcq_accuracy,subjective_score,consistency,attempted_ratio,avg_time_spent,avg_difficulty
u688,q688,0.37,0.36,0.34,0.26,0.3,27.0,1
u2597,q2597,0.27,0.34,0.36,0.33,0.27,24.0,1
u5129,q5129,0.75,0.7,0.68,0.79,0.79,71.0,2
u8165,q8165,0.88,0.92,1.0,0.83,0.98,51.0,3
u1865,q1865,0.41,0.53,0.29,0.33,0.59,127.0,1
u8322,q8322,0.67,0.86,0.72,0.81,0.98,43.0,3
u6074,q6074,0.51,0.57,0.51,0.81,0.78,62.0,3
u502,q502,0.33,0.59,0.21,0.22,0.86,127.0,1
u1024,q1024,0.58,0.61,0.42,0.4,0.61,117.0,1
u4219,q4219,0.64,0.67,0.71,0.54,0.85,22.0,3
u9674,q9674,0.98,0.87,0.83,0.87,0.98,37.0,3
u5497,q5497,0.67,0.68,0.64,0.57,0.79,64.0,2
u8363,q8363,0.93,0.92,0.9,0.88,0.97,32.0,3
u847,q847,0.54,0.43,0.46,0.41,0.65,30.0,1
u5074,q5074,0.47,0.69,0.3,0.69,0.73,51.0,2
u5814,q5814,0.58,0.6,0.43,0.74,0.85,56.0,1
u6902,q6902,0.78,0.78,0.69,0.66,0.82,35.0,3
u1115,q1115,0.46,0.42,0.54,0.56,0.54,17.0,1
u3818,q3818,0.53,0.64,0.55,0.35,0.91,70.0,2
u1740,q1740,0.57,0.57,0.41,0.49,0.31,153.0,1
u922,q922,0.34,0.3,0.33,0.31,0.65,20.0,2
u7514,q7514,0.78,0.74,0.91,0.7,0.92,57.0,1
u3576,q3576,0.55,0.66,0.49,0.65,0.99,86.0,3
u6425,q6425,0.56,0.75,0.49,0.72,1.0,63.0,3
u3554,q3554,0.46,0.56,0.6,0.58,0.8,60.0,1
u113,q113,0.39,0.41,0.25,0.47,0.81,15.0,1
u3537,q3537,0.54,0.7,0.51,0.53,0.62,57.0,3
u4246,q4246,0.64,0.68,0.63,0.79,1.0,54.0,2
u1163,q1163,0.21,0.26,0.26,0.48,0.66,29.0,1
u5953,q5953,0.67,0.73,0.69,0.72,0.98,71.0,1
u7802,q7802,0.59,0.74,0.56,0.64,0.88,32.0,1
u943,q943,0.38,0.47,0.21,0.59,1.0,144.0,1
u7565,q7565,0.65,0.79,0.25,0.6,0.83,33.0,3
u1356,q1356,0.24,0.14,0.41,0.53,1.0,112.0,1
u6675,q6675,0.63,0.64,0.63,0.74,0.81,48.0,3
u2230,q2230,0.43,0.5,0.44,0.51,0.6,137.0,2
u5569,q5569,0.65,0.69,0.46,0.75,0.98,75.0,1
u2704,q2704,0.33,0.5,0.21,0.5,0.91,118.0,1
u6085,q6085,0.71,0.71,0.63,0.54,1.0,49.0,1
u7684,q7684,0.65,0.68,0.56,0.75,0.72,34.0,2
u9161,q9161,0.93,0.97,0.91,0.79,0.99,49.0,2
u8219,q8219,0.98,0.95,0.85,0.91,0.97,52.0,3
u1323,q1323,0.39,0.39,0.48,0.33,0.81,161.0,1
u3821,q3821,0.57,0.57,0.8,0.58,0.89,69.0,2
u3153,q3153,0.59,0.69,0.56,0.79,0.78,70.0,2
u5871,q5871,0.61,0.58,0.42,0.7,0.77,64.0,3
u9034,q9034,0.88,0.9,0.88,0.88,1.0,37.0,3
u6023,q6023,0.63,0.66,0.63,0.58,0.95,95.0,2
u5637,q5637,0.7,0.68,0.49,0.52,0.87,69.0,2
u4576,q4576,0.5,0.7,0.36,0.55,0.92,99.0,1
u9739,q9739,0.88,0.79,1.0,0.8,0.94,37.0,3
u956,q956,0.33,0.51,0.21,0.14,0.74,26.0,1
u1879,q1879,0.22,0.23,0.2,0.31,0.33,116.0,1
u8378,q8378,0.81,0.93,0.75,0.89,0.97,46.0,3
u5033,q5033,0.56,0.56,0.43,0.72,0.81,44.0,2
u5271,q5271,0.78,0.63,0.94,0.78,0.85,57.0,3
u8911,q8911,0.99,0.85,0.9,0.87,0.99,35.0,3
u382,q382,0.42,0.34,0.48,0.18,0.39,100.0,1
u2965,q2965,0.49,0.52,0.51,0.5,0.43,143.0,1
u9361,q9361,1.0,0.94,0.86,0.87,0.98,50.0,3
u8858,q8858,0.87,0.92,0.74,0.86,0.97,58.0,3
u9321,q9321,0.87,0.85,1.0,0.79,0.99,53.0,3
u3126,q3126,0.62,0.71,0.43,0.47,0.83,64.0,3
u53,q53,0.29,0.33,0.26,0.35,0.59,166.0,2
u4035,q4035,0.64,0.69,0.71,0.7,0.97,52.0,3
u6775,q6775,0.68,0.8,0.63,0.59,0.64,68.0,2
u9044,q9044,0.98,0.95,0.92,0.85,0.98,38.0,3
u5601,q5601,0.58,0.78,0.37,0.73,0.93,59.0,2
u3623,q3623,0.74,0.9,0.6,0.64,0.67,55.0,2
u6776,q6776,0.74,0.84,0.48,0.52,0.9,50.0,2
u8674,q8674,0.83,0.89,0.81,0.92,1.0,43.0,2
u8639,q8639,0.78,0.87,0.75,0.8,1.0,47.0,3
u5221,q5221,0.79,0.8,0.69,0.66,0.85,46.0,2
u1799,q1799,0.34,0.51,0.0,0.42,0.61,26.0,2
u8652,q8652,0.83,0.91,0.72,0.87,0.96,38.0,2
u5135,q5135,0.69,0.84,0.58,0.4,1.0,55.0,1
u1984,q1984,0.35,0.49,0.28,0.68,0.71,16.0,1
u8386,q8386,0.8,0.84,0.88,0.77,0.98,45.0,3
u2723,q2723,0.17,0.29,0.18,0.44,0.53,27.0,1
u4435,q4435,0.71,0.72,0.59,0.68,0.78,64.0,2
u7016,q7016,0.61,0.6,0.62,0.63,0.82,47.0,1
u6533,q6533,0.67,0.68,0.49,0.87,0.72,55.0,2
u4539,q4539,0.68,0.74,0.74,0.53,0.79,65.0,2
u8547,q8547,0.86,0.92,0.94,0.88,0.96,31.0,3
u2420,q2420,0.21,0.27,0.12,0.32,0.77,146.0,1
u8478,q8478,0.92,0.99,0.77,0.84,1.0,29.0,3
u3615,q3615,0.49,0.61,0.48,0.64,0.95,29.0,2
u6951,q6951,0.65,0.63,0.8,0.6,0.93,75.0,2
u7605,q7605,0.67,0.68,0.62,0.73,0.94,64.0,1
u5935,q5935,0.68,0.68,0.62,0.64,0.93,67.0,1
u3217,q3217,0.59,0.62,0.6,0.66,0.8,63.0,2
u7820,q7820,0.6,0.65,0.4,0.58,0.79,61.0,2
u3807,q3807,0.76,0.88,0.54,0.56,0.78,85.0,2
u3801,q3801,0.65,0.72,0.62,0.6,0.9,52.0,1
u9248,q9248,0.81,0.95,0.87,0.83,1.0,46.0,3
u7620,q7620,0.68,0.66,0.64,0.61,0.84,48.0,2
u2334,q2334,0.32,0.36,0.48,0.51,0.82,130.0,1
u5023,q5023,0.53,0.46,0.35,0.76,0.91,75.0,2
u3118,q3118,0.75,0.82,0.58,0.53,0.7,73.0,2
u8597,q8597,0.82,0.95,0.78,0.73,0.94,37.0,2
u1969,q1969,0.39,0.38,0.26,0.34,0.72,30.0,1
u613,q613,0.36,0.43,0.27,0.22,0.5,30.0,1
u8271,q8271,0.95,0.94,1.0,0.97,0.99,24.0,3
u2856,q2856,0.32,0.35,0.03,0.3,0.13,134.0,1
u2167,q2167,0.14,0.32,0.22,0.66,0.35,30.0,2
u3444,q3444,0.9,0.84,0.8,0.68,0.82,58.0,1
u7825,q7825,0.71,0.66,0.64,0.58,1.0,89.0,2
u1103,q1103,0.52,0.61,0.5,0.42,0.18,137.0,2
u667,q667,0.41,0.37,0.41,0.21,0.58,18.0,1
u5982,q5982,0.63,0.64,0.45,0.57,0.92,55.0,3
u3591,q3591,0.58,0.77,0.48,0.62,0.78,61.0,2
u9736,q9736,0.85,0.87,0.9,0.87,0.97,46.0,3
u6106,q6106,0.5,0.47,0.7,0.63,0.91,58.0,2
u6683,q6683,0.78,0.82,0.78,0.72,0.67,64.0,2
u8607,q8607,0.84,0.9,0.72,0.9,0.98,44.0,3
u2278,q2278,0.23,0.29,0.11,0.52,0.6,140.0,1
u8387,q8387,0.95,0.93,0.83,0.8,0.96,54.0,3
u1298,q1298,0.4,0.37,0.32,0.24,0.91,29.0,1
u2220,q2220,0.31,0.38,0.12,0.2,0.52,136.0,2
u9815,q9815,0.96,0.86,1.0,0.78,0.99,46.0,3
u1852,q1852,0.62,0.58,0.68,0.35,0.74,22.0,1
u2215,q2215,0.34,0.35,0.35,0.32,0.7,101.0,1
u4633,q4633,0.59,0.75,0.35,0.64,0.7,59.0,2
u9633,q9633,0.96,0.94,0.81,0.81,0.99,28.0,3
u3539,q3539,0.69,0.61,0.67,0.75,0.87,72.0,2
u1607,q1607,0.38,0.41,0.25,0.27,0.69,144.0,1
u4543,q4543,0.72,0.65,0.62,0.6,1.0,52.0,3
u9474,q9474,0.71,0.87,0.62,0.85,0.97,31.0,3
u2462,q2462,0.42,0.47,0.4,0.08,0.69,157.0,2
u1065,q1065,0.28,0.36,0.15,0.44,0.33,28.0,1
u9761,q9761,1.0,0.92,1.0,0.84,0.96,32.0,3
u1491,q1491,0.31,0.34,0.36,0.36,0.4,28.0,1
u9880,q9880,1.0,0.92,0.92,0.9,0.99,55.0,3
u5108,q5108,0.58,0.54,0.51,0.67,1.0,65.0,3
u5597,q5597,0.72,0.78,0.64,0.74,0.76,58.0,3
u4095,q4095,0.7,0.8,0.59,0.56,0.91,53.0,2
u326,q326,0.28,0.28,0.37,0.19,0.67,27.0,2
u1047,q1047,0.48,0.47,0.41,0.4,0.69,116.0,1
u9566,q9566,0.94,0.91,0.87,0.8,0.98,31.0,3
u8735,q8735,0.98,1.0,0.85,0.95,0.99,33.0,3
u3228,q3228,0.63,0.57,0.58,0.51,0.65,25.0,2
u8101,q8101,0.79,0.9,0.81,0.85,0.98,55.0,3
u5460,q5460,0.66,0.73,0.49,0.53,0.94,46.0,2
u9875,q9875,1.0,0.95,0.95,0.88,1.0,41.0,3
u6942,q6942,0.65,0.58,0.69,0.68,0.74,78.0,3
u5749,q5749,0.86,0.86,0.81,0.7,0.79,61.0,3
u6225,q6225,0.77,0.83,0.66,0.59,0.8,60.0,2
u663,q663,0.32,0.4,0.36,0.53,0.53,22.0,1
u1728,q1728,0.48,0.48,0.23,0.16,0.3,124.0,1
u4210,q4210,0.58,0.75,0.53,0.57,0.89,58.0,2
u3438,q3438,0.52,0.55,0.48,0.62,1.0,26.0,3
u4750,q4750,0.67,0.72,0.76,0.49,0.95,69.0,2
u5689,q5689,0.73,0.65,0.73,0.57,0.89,56.0,2
u4592,q4592,0.81,0.72,0.86,0.7,0.87,45.0,2
u9576,q9576,0.88,0.94,0.89,0.95,0.97,28.0,2
u8840,q8840,0.89,0.92,0.98,0.75,0.97,43.0,3
u1414,q1414,0.33,0.62,0.0,0.46,0.49,20.0,1
u5863,q5863,0.59,0.66,0.45,0.68,0.88,54.0,3
u5310,q5310,0.58,0.58,0.58,0.65,0.95,38.0,2
u2972,q2972,0.33,0.39,0.3,0.62,0.31,122.0,2
u3892,q3892,0.78,0.82,0.54,0.78,0.85,67.0,2
u4864,q4864,0.62,0.69,0.66,0.57,0.9,47.0,2
u68,q68,0.36,0.5,0.3,0.56,0.71,22.0,2
u4689,q4689,0.56,0.72,0.65,0.74,1.0,72.0,3
u7586,q7586,0.52,0.71,0.4,0.61,0.77,75.0,1
u8706,q8706,0.96,0.99,0.82,0.84,1.0,26.0,3
u5599,q5599,0.7,0.7,0.58,0.65,0.76,74.0,2
u4752,q4752,0.74,0.72,0.76,0.5,0.73,70.0,1
u7263,q7263,0.47,0.64,0.32,0.67,0.72,59.0,2
u7961,q7961,0.8,0.74,0.82,0.49,0.82,52.0,3
u2910,q2910,0.44,0.53,0.16,0.5,0.59,29.0,2
u6636,q6636,0.58,0.65,0.53,0.77,0.71,101.0,2
u7784,q7784,0.74,0.81,0.54,0.66,0.91,59.0,3
u9854,q9854,0.86,0.86,0.85,0.84,1.0,27.0,3
u9272,q9272,0.92,0.89,0.92,0.86,0.99,41.0,3
u490,q490,0.41,0.49,0.06,0.6,0.65,23.0,1
u2407,q2407,0.13,0.27,0.07,0.71,0.45,34.0,2
u6421,q6421,0.55,0.73,0.45,0.72,0.69,70.0,1
u4863,q4863,0.69,0.66,0.65,0.62,1.0,35.0,2
u3962,q3962,0.58,0.67,0.36,0.61,0.93,83.0,2
u3791,q3791,0.61,0.66,0.69,0.77,0.9,53.0,3
u4023,q4023,0.65,0.76,0.38,0.68,1.0,71.0,1
u6424,q6424,0.62,0.62,0.6,0.92,0.87,94.0,1
u8781,q8781,0.94,0.89,0.94,0.86,0.98,37.0,2
u2846,q2846,0.28,0.29,0.22,0.29,0.58,34.0,2
u2212,q2212,0.28,0.46,0.14,0.5,0.58,123.0,1
u1913,q1913,0.33,0.46,0.42,0.37,0.31,35.0,1
u9587,q9587,0.78,0.88,0.85,0.89,0.95,50.0,3
u2098,q2098,0.16,0.29,0.13,0.57,0.64,133.0,1
u9240,q9240,0.91,0.84,0.95,0.91,0.99,32.0,2
u3710,q3710,0.64,0.87,0.32,0.7,0.99,43.0,2
u5854,q5854,0.58,0.74,0.3,0.78,0.78,75.0,3
u2729,q2729,0.32,0.33,0.32,0.46,0.5,150.0,1
u5339,q5339,0.7,0.84,0.49,0.59,0.87,77.0,2
u815,q815,0.35,0.5,0.11,0.19,0.57,141.0,1
u5001,q5001,0.71,0.72,0.81,0.74,1.0,65.0,2
u8125,q8125,0.89,0.9,0.88,0.84,0.97,53.0,2
u327,q327,0.42,0.52,0.3,0.32,0.44,106.0,1
u1035,q1035,0.34,0.35,0.18,0.64,0.2,30.0,1
u1998,q1998,0.45,0.31,0.77,0.27,0.84,144.0,1
u5290,q5290,0.71,0.91,0.41,0.65,0.85,72.0,2
u1435,q1435,0.25,0.38,0.22,0.33,0.65,118.0,2
u2271,q2271,0.42,0.43,0.49,0.18,0.97,109.0,2
u5960,q5960,0.78,0.78,0.68,0.58,0.8,46.0,3
u7495,q7495,0.7,0.81,0.51,0.76,0.99,59.0,3
u8833,q8833,0.92,0.87,0.99,0.89,0.96,41.0,3
u8782,q8782,0.95,0.95,0.91,0.83,0.97,34.0,3
u4191,q4191,0.71,0.77,0.61,0.75,0.79,35.0,2
u6269,q6269,0.75,0.75,0.59,0.63,0.85,34.0,2
u158,q158,0.37,0.45,0.32,0.26,0.71,92.0,1
u842,q842,0.37,0.47,0.19,0.32,0.87,26.0,1
u8708,q8708,0.86,0.93,0.79,0.85,0.99,37.0,2
u3564,q3564,0.51,0.53,0.61,0.67,0.71,54.0,1
u2140,q2140,0.14,0.25,0.2,0.45,0.56,111.0,1
u6190,q6190,0.76,0.71,0.78,0.68,0.82,61.0,2
u3326,q3326,0.46,0.47,0.6,0.56,0.91,48.0,2
u6128,q6128,0.66,0.55,0.78,0.62,0.89,52.0,2
u3625,q3625,0.6,0.62,0.42,0.51,0.99,87.0,2
u4852,q4852,0.68,0.59,0.88,0.57,0.89,91.0,1
u7125,q7125,0.61,0.62,0.6,0.51,0.88,61.0,2
u2850,q2850,0.22,0.35,0.22,0.5,0.56,32.0,1
u409,q409,0.39,0.41,0.27,0.33,0.52,24.0,1
u1412,q1412,0.45,0.46,0.29,0.41,0.64,34.0,2
u4585,q4585,0.57,0.63,0.53,0.58,0.87,52.0,3
u6826,q6826,0.64,0.61,0.78,0.71,0.98,87.0,2
u5264,q5264,0.58,0.67,0.74,0.72,0.88,100.0,3
u8559,q8559,0.89,0.96,0.97,0.76,0.97,35.0,3
u3834,q3834,0.57,0.68,0.46,0.69,0.87,51.0,2
u3979,q3979,0.57,0.66,0.66,0.61,1.0,83.0,3
u7292,q7292,0.61,0.57,0.53,0.69,0.72,57.0,1
u7485,q7485,0.52,0.69,0.32,0.62,0.71,65.0,2
u7195,q7195,0.59,0.69,0.38,0.62,1.0,46.0,1
u4767,q4767,0.54,0.71,0.66,0.47,0.87,69.0,3
u6554,q6554,0.6,0.71,0.41,0.51,0.96,42.0,2
u9457,q9457,0.74,0.89,0.72,0.86,1.0,33.0,2
u2755,q2755,0.37,0.39,0.27,0.3,0.48,24.0,1
u6975,q6975,0.69,0.66,0.61,0.65,0.9,61.0,2
u1722,q1722,0.31,0.37,0.38,0.62,0.2,15.0,1
u5811,q5811,0.74,0.59,0.7,0.67,0.89,41.0,3
u1328,q1328,0.36,0.39,0.44,0.46,0.7,77.0,1
u5565,q5565,0.61,0.67,0.72,0.54,0.82,61.0,2
u1537,q1537,0.45,0.45,0.33,0.34,0.82,111.0,1
u3314,q3314,0.97,0.9,0.83,0.54,0.87,71.0,2
u8878,q8878,0.85,1.0,0.82,0.8,0.98,46.0,3
u7369,q7369,0.49,0.59,0.43,0.69,0.74,43.0,2
u8986,q8986,0.99,0.99,0.95,0.91,0.97,43.0,2
u4944,q4944,0.58,0.55,0.7,0.6,0.75,78.0,2
u4505,q4505,0.69,0.75,0.44,0.54,1.0,44.0,2
u3966,q3966,0.65,0.72,0.53,0.54,0.87,56.0,3
u3921,q3921,0.73,0.75,0.7,0.69,0.7,53.0,2
u3953,q3953,0.63,0.79,0.48,0.65,0.74,61.0,1
u6868,q6868,0.51,0.63,0.31,0.6,1.0,65.0,3
u3143,q3143,0.68,0.75,0.45,0.65,0.87,38.0,2
u8433,q8433,0.76,0.91,0.74,0.8,0.98,48.0,3
u3815,q3815,0.7,0.62,0.84,0.64,0.89,31.0,3
u4141,q4141,0.69,0.66,0.74,0.53,0.88,66.0,1
u3727,q3727,0.75,0.74,0.62,0.7,0.84,58.0,2
u4643,q4643,0.75,0.63,0.76,0.65,0.95,66.0,2
u5087,q5087,0.63,0.66,0.66,0.58,0.82,73.0,3
u8901,q8901,0.88,0.96,0.71,0.85,0.95,41.0,3
u4259,q4259,0.63,0.69,0.64,0.76,0.87,49.0,1
u8304,q8304,0.82,0.88,0.77,0.92,1.0,20.0,3
u782,q782,0.31,0.27,0.25,0.4,0.81,146.0,1
u3991,q3991,0.66,0.68,0.63,0.72,0.94,63.0,1
u7850,q7850,0.47,0.62,0.51,0.71,0.83,60.0,2
u2659,q2659,0.41,0.42,0.51,0.41,0.7,29.0,1
u7340,q7340,0.59,0.6,0.48,0.5,0.83,34.0,2
u7035,q7035,0.61,0.68,0.59,0.61,0.95,63.0,2
u2092,q2092,0.37,0.43,0.19,0.53,0.67,29.0,2
u4212,q4212,0.66,0.79,0.56,0.54,0.93,73.0,1
u8442,q8442,0.83,0.86,0.92,0.81,0.96,51.0,3
u1429,q1429,0.35,0.38,0.32,0.43,0.82,23.0,1
u7034,q7034,0.58,0.7,0.62,0.62,0.83,48.0,1
u7243,q7243,0.69,0.64,0.78,0.59,0.87,55.0,2
u451,q451,0.34,0.39,0.23,0.36,0.57,124.0,2
u3010,q3010,0.78,0.88,0.73,0.71,0.7,37.0,1
u3494,q3494,0.7,0.79,0.64,0.49,0.87,69.0,2
u4060,q4060,0.67,0.83,0.51,0.6,0.82,66.0,2
u8811,q8811,0.92,0.98,0.79,0.82,0.99,34.0,3
u4559,q4559,0.6,0.65,0.55,0.67,0.74,63.0,3
u9471,q9471,0.9,0.85,0.8,0.94,1.0,45.0,2
u2393,q2393,0.27,0.25,0.32,0.64,0.71,140.0,1
u7440,q7440,0.64,0.8,0.51,0.46,1.0,56.0,3
u7088,q7088,0.57,0.61,0.52,0.56,0.85,51.0,2
u3445,q3445,0.84,0.63,0.93,0.75,0.81,56.0,2
u2193,q2193,0.53,0.6,0.38,0.39,0.54,171.0,1
u5913,q5913,0.72,0.6,0.82,0.58,0.83,77.0,2
u4447,q4447,0.55,0.64,0.5,0.59,0.85,66.0,3
u3477,q3477,0.61,0.57,0.65,0.78,0.93,71.0,2
u9867,q9867,0.86,0.91,0.84,0.84,0.98,45.0,3
u2002,q2002,0.4,0.39,0.23,0.32,0.69,26.0,2
u8549,q8549,0.9,0.94,0.92,0.84,0.97,40.0,2
u9685,q9685,1.0,1.0,0.78,0.82,0.99,53.0,2
u7344,q7344,0.63,0.59,0.64,0.6,0.98,78.0,2
u1110,q1110,0.44,0.59,0.33,0.45,0.86,112.0,2
u8850,q8850,1.0,0.84,0.98,0.77,0.97,53.0,3
u5860,q5860,0.89,0.91,0.57,0.7,0.73,44.0,2
u8085,q8085,1.0,0.87,1.0,0.9,1.0,50.0,3
u8117,q8117,0.89,0.92,0.79,0.92,0.96,32.0,2
u6732,q6732,0.65,0.6,0.57,0.75,0.97,68.0,1
u7656,q7656,0.87,0.96,0.58,0.64,0.87,80.0,2
u47,q47,0.42,0.35,0.47,0.4,0.86,139.0,2
u9422,q9422,0.89,0.92,0.91,0.91,0.96,40.0,2
u2383,q2383,0.38,0.43,0.16,0.41,0.31,148.0,1
u1807,q1807,0.29,0.43,0.19,0.46,0.48,29.0,2
u7267,q7267,0.63,0.54,0.79,0.69,0.95,50.0,2
u1257,q1257,0.3,0.57,0.17,0.39,0.74,31.0,1
u9665,q9665,0.97,0.94,1.0,0.83,1.0,38.0,3
u3725,q3725,0.65,0.56,0.73,0.77,0.9,57.0,2
u1940,q1940,0.23,0.41,0.09,0.36,0.73,102.0,1
u7430,q7430,0.88,0.86,0.89,0.72,0.86,47.0,2
u6168,q6168,0.72,0.74,0.51,0.46,0.97,76.0,2
u9427,q9427,0.92,0.93,0.75,0.82,0.96,34.0,3
u5253,q5253,0.62,0.73,0.48,0.72,1.0,52.0,2
u9167,q9167,0.97,1.0,1.0,0.84,0.99,63.0,2
u6641,q6641,0.51,0.67,0.36,0.64,1.0,56.0,2
u1778,q1778,0.48,0.4,0.48,0.25,0.54,35.0,1
u9046,q9046,0.99,0.89,0.93,0.89,0.96,46.0,3
u1189,q1189,0.35,0.46,0.24,0.36,0.65,135.0,2
u6022,q6022,0.47,0.57,0.43,0.57,0.81,58.0,2
u7654,q7654,0.42,0.5,0.31,0.69,0.99,62.0,1
u2333,q2333,0.31,0.25,0.34,0.42,0.7,103.0,1
u9643,q9643,0.87,0.84,0.98,0.78,0.96,38.0,3
u6403,q6403,0.78,0.85,0.62,0.56,0.78,56.0,2
u1366,q1366,0.53,0.38,0.61,0.51,0.73,127.0,1
u1316,q1316,0.3,0.27,0.45,0.63,0.78,17.0,2
u629,q629,0.31,0.41,0.07,0.31,0.43,122.0,2
u6858,q6858,0.55,0.52,0.63,0.82,0.92,58.0,1
u3005,q3005,0.5,0.54,0.49,0.76,0.69,57.0,1
u9363,q9363,0.95,0.96,0.86,0.89,0.99,29.0,3
u4102,q4102,0.57,0.51,0.66,0.66,0.8,63.0,3
u3748,q3748,0.64,0.64,0.55,0.76,0.83,43.0,1
u3673,q3673,0.74,0.8,0.47,0.67,0.83,65.0,2
u8079,q8079,0.89,0.91,1.0,0.83,0.95,38.0,3
u202,q202,0.47,0.46,0.36,0.24,0.5,35.0,1
u9160,q9160,0.85,0.9,0.93,0.84,0.99,55.0,3
u9337,q9337,1.0,0.91,1.0,0.87,0.98,36.0,3
u543,q543,0.5,0.45,0.43,0.14,0.76,23.0,2
u7025,q7025,0.59,0.61,0.71,0.63,0.82,51.0,2
u445,q445,0.33,0.27,0.4,0.52,0.89,127.0,2
u8391,q8391,1.0,0.91,1.0,0.93,0.96,45.0,3
u6435,q6435,0.56,0.66,0.74,0.74,0.96,71.0,2
u2440,q2440,0.33,0.24,0.29,0.48,0.6,135.0,1
u4167,q4167,0.71,0.65,0.84,0.81,0.77,33.0,3
u1608,q1608,0.44,0.56,0.37,0.3,0.58,150.0,1
u8843,q8843,0.89,0.94,0.65,0.9,1.0,25.0,3
u1302,q1302,0.44,0.5,0.1,0.32,0.4,35.0,1
u2929,q2929,0.55,0.56,0.48,0.25,0.48,119.0,1
u2269,q2269,0.27,0.35,0.1,0.29,0.82,138.0,1
u3626,q3626,0.58,0.71,0.49,0.57,0.9,68.0,1
u6473,q6473,0.59,0.8,0.46,0.7,1.0,20.0,1
u4228,q4228,0.7,0.87,0.57,0.78,0.79,53.0,2
u9217,q9217,0.92,0.96,0.89,0.95,0.99,43.0,3
u4894,q4894,0.67,0.68,0.54,0.78,0.81,64.0,2
u10000,q10000,0.89,0.86,0.97,0.84,0.98,28.0,3
u508,q508,0.24,0.31,0.29,0.47,0.75,110.0,2
u2088,q2088,0.45,0.39,0.38,0.36,0.59,33.0,1
u1270,q1270,0.52,0.52,0.44,0.27,0.7,29.0,1
u1676,q1676,0.23,0.37,0.16,0.29,0.5,135.0,1
u561,q561,0.36,0.43,0.33,0.35,0.54,27.0,1
u2603,q2603,0.32,0.34,0.27,0.79,0.38,135.0,1
u8673,q8673,0.92,0.94,0.94,0.94,0.97,44.0,3
u7989,q7989,0.63,0.75,0.42,0.53,0.72,63.0,3
u4896,q4896,0.78,0.75,0.7,0.63,0.7,59.0,2
u702,q702,0.58,0.5,0.52,0.38,0.69,32.0,1
u936,q936,0.35,0.35,0.36,0.47,0.62,148.0,1
u9292,q9292,0.88,0.95,0.86,0.96,0.98,25.0,3
u298,q298,0.32,0.43,0.16,0.23,0.46,28.0,2
u6304,q6304,0.72,0.69,0.55,0.59,0.99,75.0,1
u7315,q7315,0.57,0.68,0.6,0.68,1.0,45.0,2
u9289,q9289,0.99,0.95,0.84,0.89,0.97,52.0,3
u2143,q2143,0.41,0.42,0.46,0.18,0.33,137.0,1
u2087,q2087,0.31,0.35,0.3,0.1,0.64,141.0,1
u4601,q4601,0.59,0.63,0.46,0.69,0.95,72.0,1
u1193,q1193,0.35,0.34,0.49,0.39,0.82,16.0,2
u6257,q6257,0.96,0.85,0.9,0.65,0.9,61.0,2
u4348,q4348,0.76,0.76,0.85,0.51,0.98,47.0,2
u8626,q8626,0.93,0.94,0.85,0.82,1.0,32.0,3
u5615,q5615,0.61,0.6,0.71,0.58,0.83,68.0,3
u296,q296,0.25,0.33,0.14,0.5,0.4,157.0,2
u9090,q9090,0.79,0.88,0.84,0.8,0.97,39.0,3
u3378,q3378,0.69,0.64,0.73,0.76,0.93,53.0,3
u8073,q8073,0.89,0.88,0.78,0.76,0.99,44.0,3
u185,q185,0.37,0.38,0.18,0.39,0.57,22.0,1
u1610,q1610,0.3,0.37,0.17,0.39,0.47,180.0,1
u2415,q2415,0.35,0.5,0.19,0.31,0.61,19.0,1
u3655,q3655,0.72,0.69,0.71,0.56,0.84,27.0,1
u3110,q3110,0.58,0.66,0.47,0.64,0.77,65.0,3
u9904,q9904,0.84,0.94,0.89,0.88,0.95,40.0,2
u564,q564,0.41,0.37,0.48,0.62,0.88,26.0,1
u8394,q8394,0.82,0.91,0.78,0.88,0.99,36.0,3
u5823,q5823,0.7,0.81,0.72,0.7,0.92,72.0,1
u3198,q3198,0.66,0.57,0.62,0.59,0.92,37.0,1
u9434,q9434,0.91,0.92,1.0,0.8,0.97,33.0,3
u1723,q1723,0.43,0.47,0.3,0.42,0.61,108.0,1
u9697,q9697,0.86,0.94,0.86,0.87,0.99,40.0,3
u6964,q6964,0.5,0.61,0.51,0.43,0.78,52.0,1
u4153,q4153,0.46,0.51,0.5,0.66,0.79,88.0,2
u5203,q5203,0.56,0.72,0.3,0.74,0.8,76.0,1
u5573,q5573,0.68,0.66,0.68,0.8,0.93,68.0,1
u7253,q7253,0.54,0.7,0.42,0.55,0.85,78.0,3
u8441,q8441,0.93,0.9,1.0,0.78,0.98,44.0,2
u6043,q6043,0.54,0.51,0.69,0.46,0.71,67.0,2
u3770,q3770,0.56,0.68,0.36,0.49,0.92,70.0,2
u9793,q9793,0.93,0.78,0.88,0.9,0.98,36.0,3
u3301,q3301,0.76,0.73,0.58,0.63,0.81,61.0,1
u3546,q3546,0.64,0.66,0.62,0.71,0.75,61.0,2
u6165,q6165,0.7,0.59,0.75,0.77,0.85,64.0,2
u9682,q9682,0.86,0.99,0.88,0.81,0.98,45.0,3
u7191,q7191,0.74,0.68,0.67,0.65,0.84,65.0,2
u475,q475,0.34,0.56,0.19,0.13,0.17,25.0,1
u8888,q8888,0.86,0.91,0.67,0.87,0.99,39.0,2
